1COV.DE_Volume,ADS.DE_Volume,AIR.DE_Volume,ALV.DE_Volume,BAS.DE_Volume,BMW.DE_Volume,CBK.DE_Volume,DTE.DE_Volume,EOAN.DE_Volume,HEI.DE_Volume
289308,2208856,12,137282,706606,1047800,167338,2607000,10270793,54736
856560,3452976,12,217043,971454,234000,184184,3211000,7016155,68394
671514,1682616,0,196592,910100,408200,409422,2309000,7055043,136158
702506,375952,0,200426,1480702,1484600,122914,2096000,9568002,132410
599356,1344336,0,207840,1513424,2753400,140633,1369000,6245168,129506
522516,4525520,0,206818,2000174,2480400,166714,747000,8992155,62565
242693,3551468,0,279677,1906096,923000,178943,1301000,6653151,43388
404324,1890268,0,216788,1951090,715000,100702,1700000,11475402,131442
4789430,1981316,0,280444,1460250,694200,114678,2440000,7510896,143334
1409811,1597556,0,0,0,634400,0,1962000,11369024,148084
2387212,541372,0,135237,1208694,431600,103322,1498000,5842631,26104
594414,574512,20,196080,1098254,423800,104071,1640000,5964967,57849
989273,1365220,12,165914,959184,1531400,89721,1746000,4049255,123862
766406,1044968,0,179463,1165746,925600,138262,1069000,6400997,64109
628595,422640,12,190968,1297658,2399800,185931,0,5863581,29210
500118,1127896,12,144951,1175972,982800,159102,0,2640370,31680
404470,663296,12,133192,1046104,626600,109936,1402000,5217685,33785
546583,860356,12,139583,1412188,959400,218999,5688000,4433954,12184
645323,938988,30,193268,1034854,769600,163469,5235000,5383136,14793
483289,807516,0,76949,1349810,530400,128030,5553000,5776855,0
1371360,882500,0,112229,2142312,0,96584,3646000,1430937,11453
312665,611172,0,116575,1710782,0,118546,2478000,5152819,13436
641660,599336,0,115296,2076868,564200,136640,2381000,10494655,30910
691071,494532,0,0,0,522600,0,2489000,22748548,10135
306409,480704,0,108650,1189264,577200,153611,1776000,5552824,0
341545,624040,0,70303,922370,475800,149867,1761000,4992462,5106
299880,683344,0,132680,1586028,603200,181937,3853000,5328108,26717
475500,1182004,0,265872,1187220,670800,172329,7655000,4660977,18510
491012,740880,0,280188,2383642,553800,147746,4167000,4651815,13563
395352,473536,0,150831,3044232,683800,198534,0,84138545,19392
477856,383804,0,0,0,730600,0,1742000,5205169,30819
492673,557324,0,116063,945890,790400,139822,1760000,5148178,48606
512457,662052,0,174734,1489904,767000,253315,2385000,4825081,28923
490585,527368,0,187900,1210228,1128400,142318,2676000,4799679,8625
393065,759664,0,166042,1155008,1092000,83419,1287000,3348089,8877
390301,1365576,30,108522,1429572,0,101762,1419000,5996434,14099
335030,1309456,30,126673,707116,644800,151739,4954000,5680526,13929
467887,4037380,30,108905,878910,371800,181189,2909000,3509284,28002
329472,2423756,30,0,0,730600,0,2965000,4864393,20392
385271,785024,0,125139,1157054,1154400,106879,2245000,5944958,17390
456519,655160,0,135237,1415256,1094600,173764,1496000,5193878,76418
289189,560684,0,145207,1589096,767000,117922,2518000,4538561,18546
401777,0,0,77972,1495018,712400,98019,1990000,3654374,75674
366172,543776,0,102642,1459738,1211600,177632,0,7318679,20996
508454,632928,0,151087,1651984,993200,116862,3139000,6465578,4098
669820,415088,0,148402,1109504,897000,93339,1009000,4868034,14170
732393,295768,30,146613,2044656,379600,143441,2548000,7652094,52350
560306,0,0,115041,1995572,845000,287382,2849000,7957631,28324
528755,784844,0,151982,2096808,1989000,302606,1445000,5360283,17077
635971,1212496,0,135365,1636646,0,125097,1786000,6624243,55477
649843,3316176,0,142011,1138136,730600,82421,0,8396183,97989
582912,3043168,0,167704,1526718,468000,211387,4374500,8737393,49569
399396,3552880,0,122966,952026,1138800,68320,4487500,6891409,42198
437118,3396512,0,159012,1892802,759200,110747,2448000,6542489,36642
444715,2990432,0,153899,1251132,824200,107939,2544000,9987139,43592
570282,1015076,0,93822,942822,517400,131150,1287000,7498377,16182
1031748,4529184,0,118748,1304306,0,120418,1224500,8016409,26752
751988,12744512,30,117086,1190288,453700,64264,1244000,9852165,19739
392749,4527392,30,270729,3405716,725400,130214,0,8447596,29348
613195,3692000,30,232893,1760378,1261000,104445,1306500,7709906,51754
604007,6133040,30,85002,1520070,1051700,87911,1790500,5214970,9858
548344,5379104,30,157734,974012,743600,217501,1460000,5733883,10872
429813,3929024,30,133447,1490416,1233700,233287,1367500,4902996,15640
328508,4542832,30,98552,1475078,741000,137139,907500,6181051,13192
549787,5024592,30,81679,1091608,0,205959,1392500,5062085,19841
441463,6652208,30,63784,1257778,800800,268851,1085000,4272912,17461
